DEFINER,CREATED,SQL_MODE,ACTION_ORDER,TRIGGER_NAME,ACTION_TIMING,TRIGGER_SCHEMA,TRIGGER_CATALOG,ACTION_STATEMENT,ACTION_CONDITION,EVENT_MANIPULATION,ACTION_ORIENTATION,EVENT_OBJECT_TABLE,DATABASE_COLLATION,EVENT_OBJECT_SCHEMA,EVENT_OBJECT_CATALOG,CHARACTER_SET_CLIENT,COLLATION_CONNECTION,ACTION_REFERENCE_OLD_ROW,ACTION_REFERENCE_NEW_ROW,ACTION_REFERENCE_NEW_TABLE,ACTION_REFERENCE_OLD_TABLE

