ENDS,STARTS,STATUS,DEFINER,CREATED,SQL_MODE,TIME_ZONE,ORIGINATOR,EVENT_BODY,EVENT_TYPE,EXECUTE_AT,EVENT_NAME,LAST_ALTERED,EVENT_SCHEMA,EVENT_COMMENT,ON_COMPLETION,LAST_EXECUTED,EVENT_CATALOG,INTERVAL_FIELD,INTERVAL_VALUE,EVENT_DEFINITION,DATABASE_COLLATION,CHARACTER_SET_CLIENT,COLLATION_CONNECTION

