FILE_ID,EXTRA,ENGINE,STATUS,CHECKSUM,FILE_TYPE,VERSION,FILE_NAME,DATA_FREE,TABLE_ROWS,TABLE_NAME,ROW_FORMAT,CHECK_TIME,UPDATE_TIME,CREATE_TIME,EXTENT_SIZE,DATA_LENGTH,INDEX_LENGTH,INITIAL_SIZE,FREE_EXTENTS,DELETED_ROWS,TABLE_SCHEMA,RECOVER_TIME,MAXIMUM_SIZE,UPDATE_COUNT,TOTAL_EXTENTS,TABLE_CATALOG,CREATION_TIME,FULLTEXT_KEYS,AVG_ROW_LENGTH,AUTOEXTEND_SIZE,TABLESPACE_NAME,MAX_DATA_LENGTH,LAST_UPDATE_TIME,LAST_ACCESS_TIME,LOGFILE_GROUP_NAME,TRANSACTION_COUNTER,LOGFILE_GROUP_NUMBER

