ID,DB,INFO,HOST,STATE,USER,TIME,COMMAND
287,Member_Sql_Injection,"SELECT first_name, last_name FROM users WHERE user_id = __REFLECTED_VALUE__",localhost,executing,borntosec,0,Query

