QUERY_ID,SEQ,SWAPS,STATE,CPU_USER,DURATION,CPU_SYSTEM,SOURCE_LINE,SOURCE_FILE,BLOCK_OPS_IN,MESSAGES_SENT,BLOCK_OPS_OUT,SOURCE_FUNCTION,CONTEXT_VOLUNTARY,MESSAGES_RECEIVED,PAGE_FAULTS_MINOR,PAGE_FAULTS_MAJOR,CONTEXT_INVOLUNTARY

