DEFINER,TABLE_NAME,CHECK_OPTION,TABLE_SCHEMA,IS_UPDATABLE,SECURITY_TYPE,TABLE_CATALOG,VIEW_DEFINITION,CHARACTER_SET_CLIENT,COLLATION_CONNECTION

