DTD_IDENTIFIER,DATA_TYPE,ROUTINE_TYPE,SPECIFIC_NAME,NUMERIC_SCALE,COLLATION_NAME,PARAMETER_NAME,PARAMETER_MODE,SPECIFIC_SCHEMA,SPECIFIC_CATALOG,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH

