DTD_IDENTIFIER,DEFINER,CREATED,SQL_PATH,SQL_MODE,DATA_TYPE,LAST_ALTERED,ROUTINE_NAME,ROUTINE_BODY,ROUTINE_TYPE,EXTERNAL_NAME,SPECIFIC_NAME,NUMERIC_SCALE,SECURITY_TYPE,COLLATION_NAME,ROUTINE_SCHEMA,PARAMETER_STYLE,ROUTINE_CATALOG,ROUTINE_COMMENT,SQL_DATA_ACCESS,IS_DETERMINISTIC,EXTERNAL_LANGUAGE,NUMERIC_PRECISION,ROUTINE_DEFINITION,DATABASE_COLLATION,CHARACTER_SET_NAME,CHARACTER_SET_CLIENT,COLLATION_CONNECTION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH

