NODEGROUP_ID,ENGINE,EXTENT_SIZE,MAXIMUM_SIZE,TABLESPACE_NAME,TABLESPACE_TYPE,AUTOEXTEND_SIZE,LOGFILE_GROUP_NAME,TABLESPACE_COMMENT

